Amine,Bromide,Catalyst,Solvent,Base,yield
31,13,17,3,a,14.915751
31,13,17,3,b,27.980312
31,13,17,3,c,0.10787007
31,13,18,1,a,6.747378
31,13,18,1,b,7.8706884
31,13,18,1,c,0.24692516
31,13,18,2,a,9.796705
31,13,18,2,b,12.072989
31,13,18,2,c,0.13580725
31,13,18,3,a,7.937562
31,13,18,3,b,9.188018
31,13,18,3,c,0.2688019
31,13,19,1,a,7.464694
31,13,19,1,b,9.802047
31,13,19,1,c,0.12586349
31,13,19,2,a,11.989353
31,13,19,2,b,13.982418
31,13,19,2,c,0.0581575
31,13,19,3,a,8.299058
31,13,19,3,b,11.2970495
31,13,19,3,c,0.23051932
31,13,20,1,a,16.33123
31,13,20,1,b,22.126049
31,13,20,1,c,0.6648776
31,13,20,2,a,22.896273
31,13,20,2,b,27.85646
31,13,20,2,c,1.1691886
31,13,20,3,a,17.708635
31,13,20,3,b,23.678942
31,13,20,3,c,0.7614838
31,13,21,1,a,13.573403
31,13,21,1,b,24.488977
31,13,21,1,c,0.5692387
31,13,21,2,a,17.666513
31,13,21,2,b,26.006214
31,13,21,2,c,0.65402824
31,13,21,3,a,13.288159
31,13,21,3,b,24.990856
31,13,21,3,c,0.6067617
31,14,1,1,a,1.1026778
31,14,1,1,b,5.883074
31,14,1,1,c,0.47364712
31,14,1,2,a,2.1323338
31,14,1,2,b,7.0788474
31,14,1,2,c,0.2660942
31,14,1,3,a,1.2875072
31,14,1,3,b,6.1119556
31,14,1,3,c,0.41322556
31,14,2,1,a,4.3273783
31,14,2,1,b,9.237309
31,14,2,1,c,-0.02627193
31,14,2,2,a,6.04494
31,14,2,2,b,10.715354
31,14,2,2,c,0.02985277
31,14,2,3,a,3.8458776
31,14,2,3,b,9.333842
31,14,2,3,c,-0.12289515
31,14,3,1,a,0.8757571
31,14,3,1,b,1.5512935
31,14,3,1,c,0.6378811
31,14,3,2,a,0.98173004
31,14,3,2,b,1.3003463
31,14,3,2,c,0.551821
31,14,3,3,a,0.8909471
31,14,3,3,b,1.6977122
31,14,3,3,c,0.62392074
31,14,4,1,a,1.7106829
31,14,4,1,b,0.8548921
31,14,4,1,c,0.2603639
31,14,4,2,a,2.3843217
31,14,4,2,b,1.5465189
31,14,4,2,c,0.23624007
31,14,4,3,a,1.4585203
31,14,4,3,b,0.82138133
31,14,4,3,c,0.2305188
31,14,5,1,a,0.22162761
31,14,5,1,b,0.58337015
31,14,5,1,c,0.2223357
31,14,5,2,a,0.36886021
31,14,5,2,b,0.79013443
31,14,5,2,c,0.033074338
31,14,5,3,a,0.056159638
31,14,5,3,b,0.79624665
31,14,5,3,c,0.19346292
31,14,6,1,a,1.5439833
31,14,6,1,b,1.864907
31,14,6,1,c,0.45916837
31,14,6,2,a,1.4541298
31,14,6,2,b,1.5130033
31,14,6,2,c,0.33738077
31,14,6,3,a,1.1408114
31,14,6,3,b,1.9623911
31,14,6,3,c,0.3978991
31,14,7,1,a,12.403352
31,14,7,1,b,7.4866824
31,14,7,1,c,4.1034465
31,14,7,2,a,18.776037
31,14,7,2,b,14.633693
31,14,7,2,c,6.4796205
31,14,7,3,a,13.617497
31,14,7,3,b,9.556687
31,14,7,3,c,4.942539
31,14,8,1,a,10.891438
31,14,8,1,b,8.695258
31,14,8,1,c,2.255494
31,14,8,2,a,16.428507
31,14,8,2,b,16.434286
31,14,8,2,c,4.8688865
31,14,8,3,a,11.108613
31,14,8,3,b,10.022628
31,14,8,3,c,2.5999331
31,14,9,1,a,10.248631
31,14,9,1,b,6.733178
31,14,9,1,c,3.7553375
31,14,9,2,a,14.670606
31,14,9,2,b,11.86579
31,14,9,2,c,5.7977123
31,14,9,3,a,10.92072
31,14,9,3,b,8.571846
31,14,9,3,c,4.555104
31,14,10,1,a,7.9963207
31,14,10,1,b,10.772423
31,14,10,1,c,0.8315071
31,14,10,2,a,10.795976
31,14,10,2,b,13.868591
31,14,10,2,c,1.2870108
31,14,10,3,a,8.21863
31,14,10,3,b,11.486078
31,14,10,3,c,0.8424677
31,14,11,1,a,2.3937511
31,14,11,1,b,2.6349595
31,14,11,1,c,0.5473222
31,14,11,2,a,3.2490795
31,14,11,2,b,3.6017532
31,14,11,2,c,0.24082454
31,14,11,3,a,2.4007535
31,14,11,3,b,3.1389558
31,14,11,3,c,0.4296644
31,14,12,1,a,1.257615
31,14,12,1,b,2.107567
31,14,12,1,c,0.3852671
31,14,12,2,a,1.7425958
31,14,12,2,b,3.0989196
31,14,12,2,c,0.3290209
31,14,12,3,a,1.4140328
31,14,12,3,b,2.3959553
31,14,12,3,c,0.4075415
31,14,13,1,a,0.65897286
31,14,13,1,b,4.7689176
31,14,13,1,c,0.34882873
31,14,13,2,a,1.0698198
31,14,13,2,b,4.6037006
31,14,13,2,c,0.3066217
31,14,13,3,a,0.8429966
31,14,13,3,b,4.6622844
31,14,13,3,c,0.3200145
31,14,14,1,a,9.520588
31,14,14,1,b,10.486934
31,14,14,1,c,2.019221
31,14,14,2,a,13.733115
31,14,14,2,b,17.174328
31,14,14,2,c,3.018352
31,14,14,3,a,9.697497
31,14,14,3,b,11.896002
31,14,14,3,c,2.2290397
31,14,16,1,a,20.039368
31,14,16,1,b,11.908683
31,14,16,1,c,2.9695177
31,14,16,2,a,19.31992
31,14,16,2,b,12.78918
31,14,16,2,c,2.9210877
31,14,16,3,a,18.086245
31,14,16,3,b,11.835601
31,14,16,3,c,2.790353
31,14,17,1,a,8.7511215
31,14,17,1,b,15.966419
31,14,17,1,c,1.3620889
31,14,17,2,a,11.544958
31,14,17,2,b,19.198507
31,14,17,2,c,1.6462445
31,14,17,3,a,8.601241
31,14,17,3,b,16.826609
31,14,17,3,c,1.1530821
31,14,18,1,a,2.3198237
31,14,18,1,b,1.7915416
31,14,18,1,c,0.27495414
31,14,18,2,a,3.4922793
31,14,18,2,b,3.4680889
31,14,18,2,c,0.18582563
31,14,18,3,a,2.7090535
31,14,18,3,b,2.7256212
31,14,18,3,c,0.27759403
31,14,19,1,a,2.2773163
31,14,19,1,b,3.0942225
31,14,19,1,c,0.008251654
31,14,19,2,a,3.7928753
31,14,19,2,b,5.304928
31,14,19,2,c,-0.22594494
31,14,19,3,a,2.5405703
31,14,19,3,b,4.2456245
31,14,19,3,c,0.07946027
31,14,20,1,a,5.0120544
31,14,20,1,b,5.507116
31,14,20,1,c,0.433614
31,14,20,2,a,7.7809334
31,14,20,2,b,8.584985
31,14,20,2,c,0.6242354
31,14,20,3,a,6.008498
31,14,20,3,b,6.2957025
31,14,20,3,c,0.38042763
31,14,21,1,a,5.1654096
31,14,21,1,b,10.559792
31,14,21,1,c,0.23633769
31,14,21,2,a,6.798764
31,14,21,2,b,11.47853
31,14,21,2,c,0.20524113
31,14,21,3,a,4.94026
31,14,21,3,b,11.239043
31,14,21,3,c,0.22496393
31,15,1,1,a,1.0662822
31,15,1,1,b,13.59522
31,15,1,1,c,0.51160926
31,15,1,2,a,1.937551
31,15,1,2,b,12.264411
31,15,1,2,c,0.4561709
31,15,1,3,a,1.1548312
31,15,1,3,b,13.77951
31,15,1,3,c,0.4580305
31,15,2,1,a,2.2942822
31,15,2,1,b,15.181554
31,15,2,1,c,0.45251396
31,15,2,2,a,3.1410801
31,15,2,2,b,12.722869
31,15,2,2,c,0.40521437
31,15,2,3,a,1.6863464
31,15,2,3,b,14.779807
31,15,2,3,c,0.37933314
31,15,3,1,a,1.09072
31,15,3,1,b,9.429681
31,15,3,1,c,0.48900586
31,15,3,2,a,1.0434864
31,15,3,2,b,3.9210331
31,15,3,2,c,0.4691464
31,15,3,3,a,0.87997776
31,15,3,3,b,9.353321
31,15,3,3,c,0.48354915
31,15,4,1,a,2.2219408
31,15,4,1,b,13.071724
31,15,4,1,c,0.41938987
31,15,4,2,a,3.1556194
31,15,4,2,b,6.580137
31,15,4,2,c,0.3529106
31,15,4,3,a,1.7754295
31,15,4,3,b,11.70838
31,15,4,3,c,0.3175888
31,15,5,1,a,1.1619153
31,15,5,1,b,9.376295
31,15,5,1,c,0.24586868
31,15,5,2,a,0.8940762
31,15,5,2,b,3.9852843
31,15,5,2,c,0.1466731
31,15,5,3,a,0.6658719
31,15,5,3,b,8.265673
31,15,5,3,c,0.23412634
31,15,6,1,a,1.5694956
31,15,6,1,b,4.958942
31,15,6,1,c,0.50510776
31,15,6,2,a,1.3801918
31,15,6,2,b,2.688808
31,15,6,2,c,0.33188793
31,15,6,3,a,1.0390421
31,15,6,3,b,4.186108
31,15,6,3,c,0.45051122
31,15,7,1,a,4.12584
31,15,7,1,b,8.837952
31,15,7,1,c,-0.9224578
31,15,7,2,a,9.427138
31,15,7,2,b,16.100895
31,15,7,2,c,-0.6568519
31,15,7,3,a,4.4497256
31,15,7,3,b,10.9628725
31,15,7,3,c,-0.65626526
31,15,8,1,a,2.849605
31,15,8,1,b,11.813473
31,15,8,1,c,-0.8577992
31,15,8,2,a,7.1184955
31,15,8,2,b,21.654707
31,15,8,2,c,-0.52471805
31,15,8,3,a,3.0367756
31,15,8,3,b,13.485824
31,15,8,3,c,-0.7363979
31,15,9,1,a,0.86840767
31,15,9,1,b,6.672767
31,15,9,1,c,-0.710748
31,15,9,2,a,3.0734158
31,15,9,2,b,11.15836
31,15,9,2,c,-0.65515894
31,15,9,3,a,1.3684173
31,15,9,3,b,8.193184
31,15,9,3,c,-0.6324504
31,15,10,1,a,7.1693444
31,15,10,1,b,11.6452465
31,15,10,1,c,0.61478424
31,15,10,2,a,9.763222
31,15,10,2,b,12.086347
31,15,10,2,c,0.7165929
31,15,10,3,a,6.62607
31,15,10,3,b,11.711684
31,15,10,3,c,0.49784985
31,15,11,1,a,1.9400909
31,15,11,1,b,4.6971946
31,15,11,1,c,0.81273526
31,15,11,2,a,2.5450003
31,15,11,2,b,4.0968866
31,15,11,2,c,0.6780098
31,15,11,3,a,1.7411708
31,15,11,3,b,3.968185
31,15,11,3,c,0.6944438
31,15,12,1,a,1.2921591
31,15,12,1,b,3.3981152
31,15,12,1,c,0.5994411
31,15,12,2,a,1.4456557
31,15,12,2,b,3.210452
31,15,12,2,c,0.5798695
31,15,12,3,a,1.3224778
31,15,12,3,b,2.952561
31,15,12,3,c,0.61421585
31,15,13,1,a,1.1122646
31,15,13,1,b,11.517
31,15,13,1,c,0.5485559
31,15,13,2,a,1.283389
31,15,13,2,b,6.2764244
31,15,13,2,c,0.5088915
31,15,13,3,a,0.9543936
31,15,13,3,b,9.615929
31,15,13,3,c,0.51991636
31,15,14,1,a,0.90515447
31,15,14,1,b,6.5877786
31,15,14,1,c,-0.21070425
31,15,14,2,a,2.4896882
31,15,14,2,b,12.834249
31,15,14,2,c,-0.43246248
31,15,14,3,a,0.8017372
31,15,14,3,b,8.064984
31,15,14,3,c,-0.3253231
31,15,16,1,a,13.32566
31,15,16,1,b,11.958851
31,15,16,1,c,1.081675
31,15,16,2,a,12.4596815
31,15,16,2,b,9.490821
31,15,16,2,c,0.79337007
31,15,16,3,a,11.03429
31,15,16,3,b,11.918138
31,15,16,3,c,0.9608558
31,15,17,1,a,5.153065
31,15,17,1,b,27.223085
31,15,17,1,c,0.6198026
31,15,17,2,a,8.160128
31,15,17,2,b,26.73845
31,15,17,2,c,0.67558175
31,15,17,3,a,5.158404
31,15,17,3,b,28.064602
31,15,17,3,c,0.6639032
31,15,18,1,a,0.7841474
31,15,18,1,b,0.82397115
31,15,18,1,c,0.28350893
31,15,18,2,a,0.92999256
31,15,18,2,b,0.43412375
31,15,18,2,c,0.13414036
31,15,18,3,a,0.5910085
31,15,18,3,b,0.6901757
31,15,18,3,c,0.29081455
31,15,19,1,a,0.79188013
31,15,19,1,b,3.912984
31,15,19,1,c,0.3327142
31,15,19,2,a,1.3901983
31,15,19,2,b,4.9352202
31,15,19,2,c,0.1801189
31,15,19,3,a,0.54485255
31,15,19,3,b,5.1479907
31,15,19,3,c,0.32854295
31,15,20,1,a,2.9181376
31,15,20,1,b,16.208063
31,15,20,1,c,0.5763648
31,15,20,2,a,5.7968316
31,15,20,2,b,14.40575
31,15,20,2,c,0.52075773
31,15,20,3,a,3.6014776
31,15,20,3,b,16.904623
31,15,20,3,c,0.41787848
31,15,21,1,a,1.8771647
31,15,21,1,b,19.527721
31,15,21,1,c,0.33159772
31,15,21,2,a,2.6072466
31,15,21,2,b,11.755432
31,15,21,2,c,0.20280683
31,15,21,3,a,1.4732312
31,15,21,3,b,18.090176
31,15,21,3,c,0.26004937
31,16,1,1,a,1.2046633
31,16,1,1,b,41.717937
31,16,1,1,c,0.5126735
31,16,1,2,a,2.3215141
31,16,1,2,b,33.816998
31,16,1,2,c,0.62649155
31,16,1,3,a,1.3133521
31,16,1,3,b,40.322063
31,16,1,3,c,0.53822106
31,16,2,1,a,3.835065
31,16,2,1,b,48.03067
31,16,2,1,c,1.0457071
31,16,2,2,a,5.5702076
31,16,2,2,b,41.22964
31,16,2,2,c,0.8987642
31,16,2,3,a,3.6452627
31,16,2,3,b,47.830013
31,16,2,3,c,0.77364737
31,16,3,1,a,2.5772293
31,16,3,1,b,51.381966
31,16,3,1,c,0.36507308
31,16,3,2,a,2.2786512
31,16,3,2,b,36.605263
31,16,3,2,c,0.3353044
31,16,3,3,a,2.1144168
31,16,3,3,b,51.515656
31,16,3,3,c,0.44136167
31,16,4,1,a,3.8913908
31,16,4,1,b,49.827694
31,16,4,1,c,0.8470323
31,16,4,2,a,4.511057
31,16,4,2,b,37.497097
31,16,4,2,c,0.7593869
31,16,4,3,a,3.3377428
31,16,4,3,b,49.185722
31,16,4,3,c,0.7345241
31,16,5,1,a,1.080678
31,16,5,1,b,43.812275
31,16,5,1,c,0.4058294
31,16,5,2,a,1.0998772
31,16,5,2,b,30.305052
31,16,5,2,c,0.3189132
31,16,5,3,a,0.8653053
31,16,5,3,b,42.95871
31,16,5,3,c,0.4647659
31,16,6,1,a,1.6344562
31,16,6,1,b,37.502003
31,16,6,1,c,0.5890426
31,16,6,2,a,1.9221789
31,16,6,2,b,24.023935
31,16,6,2,c,0.40315017
31,16,6,3,a,1.1332299
31,16,6,3,b,35.80321
31,16,6,3,c,0.62666625
31,16,7,1,a,4.5257297
31,16,7,1,b,44.715103
31,16,7,1,c,-0.7481671
31,16,7,2,a,9.586706
31,16,7,2,b,47.84506
31,16,7,2,c,-0.16754474
31,16,7,3,a,5.0244784
31,16,7,3,b,46.215042
31,16,7,3,c,-0.57028854
31,16,8,1,a,3.9086905
31,16,8,1,b,41.51235
31,16,8,1,c,-0.93870175
31,16,8,2,a,8.865037
31,16,8,2,b,45.1513
31,16,8,2,c,-0.524027
31,16,8,3,a,3.724196
31,16,8,3,b,41.64446
31,16,8,3,c,-0.6122127
31,16,9,1,a,2.7081864
31,16,9,1,b,42.67332
31,16,9,1,c,-0.43466136
31,16,9,2,a,5.4852014
31,16,9,2,b,44.514767
31,16,9,2,c,0.17388442
31,16,9,3,a,2.6296856
31,16,9,3,b,44.055397
31,16,9,3,c,0.029961206
31,16,10,1,a,5.569999
31,16,10,1,b,31.324568
31,16,10,1,c,1.3733912
31,16,10,2,a,7.6559014
31,16,10,2,b,28.194845
31,16,10,2,c,1.3109152
31,16,10,3,a,5.230991
31,16,10,3,b,31.960033
31,16,10,3,c,0.96769214
31,16,11,1,a,2.0402122
31,16,11,1,b,30.119743
31,16,11,1,c,0.8815165
31,16,11,2,a,2.0898662
31,16,11,2,b,20.30603
31,16,11,2,c,0.6631004
31,16,11,3,a,1.6860175
31,16,11,3,b,28.369614
31,16,11,3,c,0.8263519
31,16,12,1,a,1.0127751
31,16,12,1,b,24.73636
31,16,12,1,c,0.6805659
31,16,12,2,a,1.3864017
31,16,12,2,b,18.362507
31,16,12,2,c,0.720727
31,16,12,3,a,0.85296524
31,16,12,3,b,22.74845
31,16,12,3,c,0.6966261
31,16,13,1,a,1.4844916
31,16,13,1,b,39.60159
31,16,13,1,c,0.7591702
31,16,13,2,a,1.7379411
31,16,13,2,b,28.649097
31,16,13,2,c,0.70951706
31,16,13,3,a,1.300512
31,16,13,3,b,37.178738
31,16,13,3,c,0.67063445
31,16,14,1,a,3.1182034
31,16,14,1,b,37.17934
31,16,14,1,c,-0.09909793
31,16,14,2,a,5.5313478
31,16,14,2,b,40.085323
31,16,14,2,c,-0.1228532
31,16,14,3,a,2.8191204
31,16,14,3,b,38.177006
31,16,14,3,c,-0.15956043
31,16,16,1,a,8.106251
31,16,16,1,b,42.55428
31,16,16,1,c,0.662338
31,16,16,2,a,7.9994245
31,16,16,2,b,35.407745
31,16,16,2,c,0.46530688
31,16,16,3,a,6.7250476
31,16,16,3,b,42.36226
31,16,16,3,c,0.52382004
31,16,17,1,a,8.845314
31,16,17,1,b,56.88459
31,16,17,1,c,1.076749
31,16,17,2,a,10.421493
31,16,17,2,b,50.060295
31,16,17,2,c,1.6964403
31,16,17,3,a,7.9646177
31,16,17,3,b,56.295254
31,16,17,3,c,1.2366698
31,16,18,1,a,1.0867462
31,16,18,1,b,26.860094
31,16,18,1,c,0.28666475
31,16,18,2,a,1.7950203
31,16,18,2,b,17.224745
31,16,18,2,c,0.032283146
31,16,18,3,a,1.2420563
31,16,18,3,b,26.224253
31,16,18,3,c,0.27132738
31,16,19,1,a,2.4804423
31,16,19,1,b,32.08851
31,16,19,1,c,0.3235962
31,16,19,2,a,3.435647
31,16,19,2,b,25.251831
31,16,19,2,c,0.26165062
31,16,19,3,a,2.5326588
31,16,19,3,b,33.071785
31,16,19,3,c,0.36847153
31,16,20,1,a,7.0197806
31,16,20,1,b,47.921345
31,16,20,1,c,0.75584936
31,16,20,2,a,10.003323
31,16,20,2,b,40.58486
31,16,20,2,c,0.96896315
31,16,20,3,a,7.316977
31,16,20,3,b,48.67602
31,16,20,3,c,0.84305984
31,16,21,1,a,2.6103146
31,16,21,1,b,51.413193
31,16,21,1,c,0.56863934
31,16,21,2,a,3.0226636
31,16,21,2,b,38.865005
31,16,21,2,c,0.37151965
31,16,21,3,a,2.5554469
31,16,21,3,b,50.422318
31,16,21,3,c,0.49561077
31,17,1,1,a,1.534032
31,17,1,1,b,6.9576783
31,17,1,1,c,0.37799156
31,17,1,2,a,2.3877792
31,17,1,2,b,9.173406
31,17,1,2,c,0.32849276
31,17,1,3,a,1.384266
31,17,1,3,b,8.224745
31,17,1,3,c,0.4915974
31,17,2,1,a,4.6374598
31,17,2,1,b,9.25188
31,17,2,1,c,0.45296896
31,17,2,2,a,6.070401
31,17,2,2,b,12.409123
31,17,2,2,c,0.45015267
31,17,2,3,a,3.853061
31,17,2,3,b,9.845661
31,17,2,3,c,0.31087935
31,17,3,1,a,1.1741825
31,17,3,1,b,1.1288505
31,17,3,1,c,0.46039733
31,17,3,2,a,1.3214107
31,17,3,2,b,0.7755322
31,17,3,2,c,0.40098545
31,17,3,3,a,0.87789637
31,17,3,3,b,1.1251367
31,17,3,3,c,0.4599786
31,17,4,1,a,1.9918027
31,17,4,1,b,1.5074509
31,17,4,1,c,0.52148914
31,17,4,2,a,2.5678816
31,17,4,2,b,1.4571539
31,17,4,2,c,0.34475046
31,17,4,3,a,1.5037062
31,17,4,3,b,1.13295
31,17,4,3,c,0.32978263
31,17,5,1,a,1.1592507
31,17,5,1,b,2.738678
31,17,5,1,c,0.33486283
31,17,5,2,a,1.124977
31,17,5,2,b,3.480068
31,17,5,2,c,0.22050609
31,17,5,3,a,0.81555456
31,17,5,3,b,2.519493
31,17,5,3,c,0.26457593
31,17,6,1,a,2.0063019
31,17,6,1,b,1.4424753
31,17,6,1,c,0.37998652
31,17,6,2,a,2.071748
31,17,6,2,b,1.7429032
31,17,6,2,c,0.21568602
31,17,6,3,a,1.4498978
31,17,6,3,b,1.255998
31,17,6,3,c,0.38417822
31,17,7,1,a,11.378292
31,17,7,1,b,14.491674
31,17,7,1,c,-2.0817502
31,17,7,2,a,21.970861
31,17,7,2,b,28.54742
31,17,7,2,c,0.5471456
31,17,7,3,a,12.613067
31,17,7,3,b,19.135677
31,17,7,3,c,-1.3977317
31,17,8,1,a,9.136367
31,17,8,1,b,21.438688
31,17,8,1,c,-1.8196524
31,17,8,2,a,19.347586
31,17,8,2,b,34.717464
31,17,8,2,c,0.36388457
31,17,8,3,a,10.156525
31,17,8,3,b,25.165575
31,17,8,3,c,-1.311808
31,17,9,1,a,4.265138
31,17,9,1,b,10.412804
31,17,9,1,c,-2.4752383
31,17,9,2,a,10.6074915
31,17,9,2,b,21.194712
31,17,9,2,c,-0.7114986
31,17,9,3,a,5.116987
31,17,9,3,b,14.945037
31,17,9,3,c,-1.8633221
31,17,10,1,a,7.3471246
31,17,10,1,b,5.958217
31,17,10,1,c,0.80296844
31,17,10,2,a,10.091328
31,17,10,2,b,9.790185
31,17,10,2,c,0.8882339
31,17,10,3,a,6.7458835
31,17,10,3,b,6.701947
31,17,10,3,c,0.6354054
31,17,11,1,a,2.5303378
31,17,11,1,b,3.138965
31,17,11,1,c,0.66276824
31,17,11,2,a,3.1281452
31,17,11,2,b,4.336365
31,17,11,2,c,0.509458
31,17,11,3,a,2.317892
31,17,11,3,b,2.9814265
31,17,11,3,c,0.47532895
31,17,12,1,a,1.3277191
31,17,12,1,b,3.2614536
31,17,12,1,c,0.33364937
31,17,12,2,a,1.7100794
31,17,12,2,b,4.2434177
31,17,12,2,c,0.45142302
31,17,12,3,a,1.379864
31,17,12,3,b,3.195974
31,17,12,3,c,0.41444108
31,17,13,1,a,1.5487709
31,17,13,1,b,2.6098866
31,17,13,1,c,0.52301943
31,17,13,2,a,1.8610244
31,17,13,2,b,2.4185998
31,17,13,2,c,0.4132437
31,17,13,3,a,1.1514978
31,17,13,3,b,2.3044016
31,17,13,3,c,0.45711967
31,17,14,1,a,5.6624303
31,17,14,1,b,14.750185
31,17,14,1,c,-1.4311
31,17,14,2,a,10.08665
31,17,14,2,b,25.472116
31,17,14,2,c,-1.0653288
31,17,14,3,a,5.3742037
31,17,14,3,b,17.54874
31,17,14,3,c,-1.3392264
31,17,16,1,a,20.797298
31,17,16,1,b,7.0994153
31,17,16,1,c,2.0533314
31,17,16,2,a,21.338198
31,17,16,2,b,9.704438
31,17,16,2,c,1.6352135
31,17,16,3,a,18.153355
31,17,16,3,b,7.6582456
31,17,16,3,c,1.7260109
31,17,17,1,a,8.431839
31,17,17,1,b,19.462423
31,17,17,1,c,0.909792
31,17,17,2,a,10.897358
31,17,17,2,b,21.044136
31,17,17,2,c,1.3622108
31,17,17,3,a,7.357571
31,17,17,3,b,19.301172
31,17,17,3,c,0.94277424
31,17,18,1,a,1.0687883
31,17,18,1,b,1.1332992
31,17,18,1,c,0.10358442
31,17,18,2,a,1.4204205
31,17,18,2,b,2.321866
31,17,18,2,c,-0.14760074
31,17,18,3,a,0.8215901
31,17,18,3,b,0.89475226
31,17,18,3,c,0.04294936
31,17,19,1,a,1.8289933
31,17,19,1,b,1.0961027
31,17,19,1,c,0.25171772
31,17,19,2,a,2.3638706
31,17,19,2,b,2.5058668
31,17,19,2,c,0.10699174
31,17,19,3,a,1.3464704
31,17,19,3,b,1.4768397
31,17,19,3,c,0.31409073
31,17,20,1,a,1.6730775
31,17,20,1,b,1.8968228
31,17,20,1,c,0.47217613
31,17,20,2,a,3.4727316
31,17,20,2,b,4.285341
31,17,20,2,c,0.43281043
31,17,20,3,a,1.7623109
31,17,20,3,b,2.1746924
31,17,20,3,c,0.41712818
31,17,21,1,a,2.2892826
31,17,21,1,b,2.64787
31,17,21,1,c,0.37375396
31,17,21,2,a,2.488386
31,17,21,2,b,3.0800235
31,17,21,2,c,0.15120628
31,17,21,3,a,1.5972974
31,17,21,3,b,2.67768
31,17,21,3,c,0.2910587
31,18,1,1,a,1.563013
31,18,1,1,b,28.319796
31,18,1,1,c,0.48952058
31,18,1,2,a,2.9187267
31,18,1,2,b,25.34467
31,18,1,2,c,0.4994786
31,18,1,3,a,1.4890361
31,18,1,3,b,28.19764
31,18,1,3,c,0.5182102
31,18,2,1,a,2.7197556
31,18,2,1,b,26.208313
31,18,2,1,c,1.2539406
31,18,2,2,a,4.3315983
31,18,2,2,b,22.659903
31,18,2,2,c,1.0540346
31,18,2,3,a,2.4093838
31,18,2,3,b,26.173662
31,18,2,3,c,0.9730779
31,18,3,1,a,0.75776505
31,18,3,1,b,18.15208
31,18,3,1,c,0.40151924
31,18,3,2,a,0.69573694
31,18,3,2,b,9.262518
31,18,3,2,c,0.20764138
31,18,3,3,a,0.4595742
31,18,3,3,b,17.822351
31,18,3,3,c,0.33657253
31,18,4,1,a,2.210193
31,18,4,1,b,22.637997
31,18,4,1,c,0.6887107
31,18,4,2,a,3.3586996
31,18,4,2,b,13.736497
31,18,4,2,c,0.6211843
31,18,4,3,a,1.6334605
31,18,4,3,b,21.297035
31,18,4,3,c,0.4808163
31,18,5,1,a,1.38299
31,18,5,1,b,23.264082
31,18,5,1,c,0.35922658
31,18,5,2,a,1.5252775
31,18,5,2,b,14.564126
31,18,5,2,c,0.38849947
31,18,5,3,a,0.9580762
31,18,5,3,b,21.902884
31,18,5,3,c,0.12475734
31,18,6,1,a,1.4832728
31,18,6,1,b,11.814215
31,18,6,1,c,0.52060854
31,18,6,2,a,1.5779616
31,18,6,2,b,5.7234955
31,18,6,2,c,0.2684448
31,18,6,3,a,0.8394871
31,18,6,3,b,10.873228
31,18,6,3,c,0.40489823
31,18,7,1,a,2.5783482
31,18,7,1,b,18.083279
31,18,7,1,c,-2.2170165
31,18,7,2,a,7.821507
31,18,7,2,b,25.111076
31,18,7,2,c,-0.8745347
31,18,7,3,a,3.0857682
31,18,7,3,b,19.515959
31,18,7,3,c,-1.2036896
31,18,8,1,a,1.728018
31,18,8,1,b,20.768486
31,18,8,1,c,-1.3781505
31,18,8,2,a,6.2586308
31,18,8,2,b,29.059694
31,18,8,2,c,-0.5074171
31,18,8,3,a,1.7675897
31,18,8,3,b,20.689344
31,18,8,3,c,-0.9378079
31,18,9,1,a,0.11760309
31,18,9,1,b,17.744236
31,18,9,1,c,-1.6208292
31,18,9,2,a,2.6641037
31,18,9,2,b,22.415771
31,18,9,2,c,-0.9706711
31,18,9,3,a,0.4108482
31,18,9,3,b,19.1072
31,18,9,3,c,-1.0418608
31,18,10,1,a,5.0616584
31,18,10,1,b,15.617419
31,18,10,1,c,1.1250609
31,18,10,2,a,8.02204
31,18,10,2,b,16.368757
31,18,10,2,c,1.1042651
31,18,10,3,a,4.6999593
31,18,10,3,b,16.30036
31,18,10,3,c,0.8241271
31,18,11,1,a,2.2896063
31,18,11,1,b,15.12663
31,18,11,1,c,0.84584653
31,18,11,2,a,3.2019315
31,18,11,2,b,11.643481
31,18,11,2,c,0.74082637
31,18,11,3,a,2.0657213
31,18,11,3,b,13.484517
31,18,11,3,c,0.5879703
31,18,12,1,a,1.2750885
31,18,12,1,b,13.551927
31,18,12,1,c,0.62585783
31,18,12,2,a,1.5428549
31,18,12,2,b,11.178699
31,18,12,2,c,0.68057245
31,18,12,3,a,1.1105031
31,18,12,3,b,12.234556
31,18,12,3,c,0.5952415
31,18,13,1,a,1.7595602
31,18,13,1,b,23.711967
31,18,13,1,c,0.6403388
31,18,13,2,a,2.0801175
31,18,13,2,b,15.0698805
31,18,13,2,c,0.6212516
31,18,13,3,a,1.2875929
31,18,13,3,b,21.129128
31,18,13,3,c,0.50688857
31,18,14,1,a,0.9748715
31,18,14,1,b,16.19797
31,18,14,1,c,-0.901524
31,18,14,2,a,2.9135149
31,18,14,2,b,23.784933
31,18,14,2,c,-0.9612381
31,18,14,3,a,0.6596733
31,18,14,3,b,17.414284
31,18,14,3,c,-0.9608349
31,18,16,1,a,12.359432
31,18,16,1,b,22.660805
31,18,16,1,c,1.5552918
31,18,16,2,a,11.815559
31,18,16,2,b,17.673313
31,18,16,2,c,0.97112304
31,18,16,3,a,10.080626
